"id;titre;description;date;id_realisateur"
5; by the sea;Dans les années 1970, Vanessa et Roland parcourent la France. Vanessa est une ancienne danseuse;Roland, américain, est écrivain. Leur mariage fragilisé va connaître de nouveaux développements dans la petite ville de bord de mer où ils s'installent;13/11/2015;5																																													
6;  First They Killed My Father;Loung Ung avait cinq ans lorsque le régime de Pol Pot a pris le pouvoir au Cambodge. Son père était un riche employé du gouvernement, c'est-à-dire une cible privilégiée pour les Khmer rouges. Loung, ses parents et plusieurs frères et sœurs ont dû quitter leur maison de Phnom Penh, vidée de ses habitants en avril 1975, se mettant en route du jour au lendemain sans destination. Ils ont été contraints de laisser tous leurs biens derrière eux, prétendant être une famille de paysans afin d'éviter la capture, et furent finalement envoyés dans un camp de travail; 18/02/2017;5 																																													
7; La Reine des neiges 2; En septembre, au royaume d'Arendelle. 6 ans après la mort de ses parents, alors qu'elle célèbre l'arrivée de l'automne, la reine Elsa commence à entendre une étrange voix venant du nord et l'appellant. Le royaume est attaqué par des esprits élémentaires lorsque la reine les réveille accidentellement. Les habitants mis en lieu sûr, Elsa entame une nouvelle aventure avec sa sœur Anna et leurs amis Kristoff, le renne Sven et le bonhomme de neige Olaf. Ensemble, afin de sauver le royaume, ils partent à la recherche de la Forêt Enchantée, cachée depuis longtemps par une épaisse brume magique, une destination qui pourrait aussi aider Elsa à découvrir enfin les origines de ses pouvoirs…;  22 novembre 2019;6 																																													
